3188306,25325,8906,6,LhDcrfdOQcVQyvsxLuUJhHCBgEEpgOLMAyTs
3761375,11897,5775,2,yCtQkJBBIMQcUBfzRGOrnjXuhRJuKG
4292391,25941,922,2,dxsNfkZXSAKmYjXILBsEMfejOMPeoNzDCilew
3409685,34872,874,2,hzzfhamgvbSNvPdsFaVzrKBgmRdNnuzNFicfNKUPmXkQMJEbjVDnCboYOJG
1031878,11551,9290,6,sUsgMvFTrwVUQNGDtYWuGrkoFkuLGRWzGFVfDnZPObTUmuIsxXHR
2414653,26411,5994,1,HjrPwbvFxYZvaZftgLLpbRurcMQttfjQbiSHQfoTaUApbSOIAwCNoqfvkYjxaAYUvJMsK
1623463,23379,2795,7,EOvWzOxwgdUJGdgcjHcWtgDWpTMylSZOitfCVqKtNkWZksYJBPvfnk
948668,42084,5535,2,cvziWtWXTdBsreQIzmmkiLjbbJyxUSQFYzXBejlcOmufpLvvHRdnbvy
3348501,46116,6524,1,fBSCaeuislTjnkhsuuGpEUjHgU
3018332,17558,4800,2,ahewmXkLdmyaMOuxjjXnZtgrVZpAcIlJyPTRHeLFDSfnbJEBrdTcIEhHazNAXsVlOFWCze
1606346,12786,7466,8,qXhiATkkcbcBKVdHwhJCdJEzhLZnmyuGCIePRLFTIHuAyWB
1925190,49927,6485,6,ctSHcCZeHEEoJQqgWnAPptggOdEmPSZtRmhwOgTfyMEYvioVT
480887,40615,6382,5,NOKGEkWakdPRCNhsreyaN
4125283,38032,7177,5,YzhTkSOgJhmKtJiLpLAxDNDVWFwcRGbrxOsRRvXcsTBgrYEaOdaRSPyWRbDXfPLElhYSW
3611821,26273,1169,7,MzROJbdtJFczfXUAmsaqyFZOKsUIpiBXfZmlrnPZYsHzBiJFODL
1433560,35289,5554,8,LJBylwwnQRriDLGwSbvSSeSCDqvdachHnmAjzM
1917358,38106,5470,6,dPyKJCOtqmTnyiUoxRJyFgPlLwhfUWQjCEKPanj
1931418,34866,3380,7,UXXqApuTZREqgsxRxYlGhHKSj
4669719,24325,6420,10,CfPAcCZlyzUlZUrWvszMpFhOQTUdEEMaBoobAZSRkPPCiycwVqpdEnDopxyZrBl
2079050,23462,2638,6,DxzRyeqeMfSvejKUmOTBtLkLOfQivSnHLs
1461302,12357,4802,2,sfasvOgProcZnEtMkcIWaLcNgECuZ
812633,17920,9877,3,slEwxEnrXvPQeTwLjeBeaFvoEzHEKaVVxlezTRLNbXacGWbJSVkcUBcDaiKuiXk
311317,32533,2234,6,WtuzBMlKHcTEfMrQuVixR
4858746,46793,1166,10,pCaCBWdeOvuBWIuPXqUsCIZOogCnWKVfdGNvpXsKUiDEz
1531806,35784,4257,9,ATsRNkKDXTMlvvEiatRllEqRDdXDhdnFOyk
446733,49796,538,1,iAkoAWUrqSgRIPZraRHiVcZLRA
1501432,30349,7947,4,pAxIKiuVSHNoQLKDCnTSZjO
75946,28936,9057,9,ilFKPmrGqwHNDrOSAdmQFpdnvIteGeEuxVJHE
1836892,10286,3243,3,WDPtUFLpGqMSAGrsXRtpxFgXIIwdMYrjj
812197,47785,5825,1,KOkOjKBAWTdBljzrrfIMsiFWQozIHCXdAzTIGfCuPHiNMhLLl
2667577,31446,2573,7,vkNptqXggNmsLvbifeeWLtv
4779669,9715,6581,1,KIGsANKBIcwoPZYFBpLmShGHqPNQNjvapSlNvPCWdUNFIBlapBkxAhAcTX
645359,24669,2958,4,fmNqwjEWoZGHlpGCbhZcRIgNNcPWQrovTvzJohivd
1207485,22199,7693,2,kWNPjBkFvZYjJUHGyKXKEyJtbvXCWbxazknaOgcy
2208769,33634,7009,1,BiNaHZMKvLUMKEqFaoWCUjAJKIzPLVOZdzxfBIrgfaur
4533868,26704,7584,6,RzwVTaCjuwLAZxxKbVnEqNZarOlcOgrItfK
1990059,30879,395,9,uYurxaLipRwMsPdEmUHgAGEDQEnWUIH
889475,47056,7888,1,tNGbwhNjbREBPAtBzuVGLlECYXWwmUucoQwNXZpHSzLjfnacoU
171537,8683,3668,6,GEaeSUmeOYUsQknETxflwLCNFKVvKNVzuaptypuPAAourwaeXcihRRNCHxhMtVTfO
3044175,34780,1574,10,toOdOjBUQLCEBfjRxaLoEoPaqcdzcUCTBwDjRg
4394123,25225,9064,10,qWCkvMbdWWhcueUhNQkwfgsgjCwmHZtWcXZcuiQmVIOWaMT
4612746,30177,3993,9,RihyxeDgcNsIyoxPTQkHmPYnavvDSjDpFoeijveGcDMgEtLMLzHLiabOByNfHHZF
2660636,17571,8128,8,NJDOPvcJCDTmuxgqsrBGpcZuboceOmPz
2620155,28738,3788,5,CbVMGgxfQTwbHpacHeLaTPiPxbqZCKmBVgj
3738713,20772,1153,7,YPxVPasOEqrFZErsUkKaUtzxWmFflrOaERfVsEMMMOZlRU
2577965,14850,9970,5,OKqHCcnIfslPrQfjVOEdIhNmtCIYZLerrEMdYMSRVgwstz
3574990,16430,966,9,CnZcPmMCaEROMcseSWUmWWAJlxKyJOtHSvNoZARIdHgBSjGKITcJtQzRcizGRnzRuF
2949797,38431,4638,8,iRpCYHnvBDRCCxTCFfFwvawPYueVPChvnNgPbqmrqZMIavLgL
1646784,25060,9459,8,bNNOARNmAKBiuFocSlsJIxgihIWyOHaJVBBuqrFrenVAAXyesxSTrCqPCAYwpYeVwnhuzM
2543268,12637,7323,9,ViHVxHEVbBaVrtLiSMIfUNqc
4110026,32982,2811,5,MOhgRrOJNYgityHexrhjBHxuVYEYsxJiwgiROeAULjnymRrRWHBYWcvLRyNEpD
1438410,2081,7349,1,XTUiTYRBbqoYJPXrPFhkTTKuCWRCkgAwrOBxPIUfcmdENTRzeNbLCgtlQ
99864,32504,6651,9,kAtaciedsNtPygeYOnVAEiyCfeBPhHoIpaRR
3750557,36580,3257,7,yWeMRNfPNpYpJzJWSrOhEGecHLI
1680520,10325,9699,6,wCZBGDHIPdLEEHSdapTxoywEb
2934789,38734,269,7,jyxNMCGcirdEmFxuHKEOHqji
3083251,33356,8886,5,OIuAAqghFjJmfHjAFSNaoavRlxiNsOZl
4796591,2925,6569,1,elqACBVCYFyzADltcLpDyhEJze
2958363,5387,1217,10,JKwZMwZRFFUlKMWmmGRgaNtrcudCrxfMTZmusOcZIZwgnMCntDx
417340,32646,8398,10,LPzkYGDDecqTVmAHrEyhDNirAaZQoUBEpMxKLutApukpLWlgWCXtsOoIYj
2899184,24718,9726,4,JrOOKHRLaMOwXeDLaYRMhDHHIslMuUNHaOYCbVKbYpVPZFMtrhscdHbxQrNkjQoJ
3234153,34034,2985,3,HHGfnfaOjVIeIEPPPQPFdhRJFS
868565,49302,4791,10,JkHZYtZTmiWQCZKmBaBJFHtxUOqabZZPoHTdWFWZklVqbxPLfzaH
1626625,19862,1320,4,kzjqxehYJkKifekZBeaBvzLoYEMAXHSOWZyijUEjPIfcLdzokHmz
723431,15156,7638,5,rrWJmlpyFAmwwAEdHmeKbpeWpUWNYbiupTOZrOFPbuSpfPfX
3886017,18462,3909,2,zTuQKoimwUeNlJoIssABJxEmkmLPgRRxjJjSkoi
3535302,1783,3188,6,OIAaEVwfnVdRQAInQcEaJCvoezihMSjQO
711267,7740,2234,6,nYCxWnqpxGczlvGYETOZxyybeZtMUaeXVfyvdCrQWfGYaAnqXgTR
4318174,49053,5461,6,UsuhGRSkKJbAZzGrMqtzUwJn
2451328,34847,8697,6,zjYvCdEJHgcgeHArtDuaJagRfUCwIYhWZpAR
3857983,37275,2520,9,MStlRWknOYokSQflpUBzGNVTvGrRIdgeIobr
4118308,15889,7641,8,ckLTwvUdVpspiiyFxGTSNIuBRNoPBvlwIJkfMDcpMkcJspOQhW
2965578,22612,1905,3,TlfBvinKvADfhDkcUpnPCirWTTEOWvYQ
501663,19706,2988,10,gUwxzGjTKyPlPwMFPyCKmTmSTAwtdXXhuOlasiRLVCoJnKIJlusJ
2282765,22398,5501,6,sDWupyCTVLiXJGrFqWAXuBrXVJXGaJ
4313445,24946,1701,1,sVNIPNKIyDWAFvwOiIVHMIuzkywnIFDbQakMWoZNoGcvGDFOUvpMGJsIEDWxw
3641840,32660,8541,9,YWbkFlYOGgDGdclTMxvVpRJVRREUGAECxpaSPFuovcrKcTVwP
3969623,48330,8017,6,lfiJyaLZsuEjlbvHYujCAehgHOLEfvJkIBw
2625968,15412,144,7,qQYDbOqQfAktdGDWZvOZpXVeqioqgYcKcDATEaOhnhwxxkbWI
2056566,1288,2076,8,kOpIXyYBMpVCMNrqgvttvdlzvdhxxRDTvMMWVIheGRsnsTPBQMxDqnfAyMAOGnCjW
2429736,13521,7754,5,qzkYlEaFFRfUBZYGHoQsZIHtEbCslYfjqNx
189379,25684,2217,4,HEbBZPEXvIMagpjjBWTBonmQBfnCwGjuePghHudDDtwdTgOkjHikE
182349,22850,9194,6,mRlIwsvVyhHLLrBuiFUkJKJrRzUHBrCcTFTMJsVPURSKiTbOql
1631738,38190,7953,8,OlazQrSAHwfKUHmJARvnDBkSSdu
140422,36241,2520,9,PzqsZSntSwpDKsuIlaYKckfonjxgcTvDeeWaEtStktfHwLKp
3945005,32036,6169,3,tRuEOUENnPcWnFgDhUoSMYvsXKCJOzawkWpWjtOLDAbKBjFcFpTIrqA
188677,32705,8282,1,BhUuHomjFzrMrMmdXauMgQXmKHUtvkFhUEPSxLSAP
825446,35149,247,5,XhLvmNHcTjUFTfSLkUgeXwwzwNyXdxTSlTnyPzkYamDEWjNOcTiuxiSjo
3315521,32565,4897,5,WVzroTsEOOhsgBFdVKdHjgDcSugXvNFW
79308,36255,5230,3,YlQVZJAwqnyztCBdCrMkvdmjBPvNbWhVVTbmK
4511967,46008,7005,5,DJazktglGTQabKzNghdVyCgZUkj
801579,35664,3559,6,qPFSoynpIpNJwSnOplpcwzeXJpeuZAZBGbAprcFXKAYmpgRIWmHxuGbPuAQHnws
2668569,15090,7138,1,vAfjVqQxoPuHbEGVVAqJBegGSJgCgSkQPEQSJYRJgjwaGZpTlMjVlAHsGewsS
993816,49142,1119,9,TxDfmIrwjjDjjUqTyrWVOCeRedDvhUBCRnJVMfjNrbhsumMQTsQnzEXlmnNLEnzNzx
279687,37966,5407,3,EBscVlWFCWDdCJKJBRHcfbLiQRezl
4769426,39624,43,2,wbQWiIhHQIISNTZaJrquuMPUFssRnIrIrqHnKsRgDgwNTGyXUp
2411480,6895,907,9,lrXXydDifDuFEBFqKPNhJXtQIlMaiXAUIVefYYHGvTkwzYjCXTYvOiltrC
2877185,39235,5251,2,vMYynuPyotfgeRkehanNxAZMJB
3904854,32472,3201,9,flKiiFBHQPQIyiULZqIhQgKDoLhOKVXLlxlvnDUSUDmgLrTGemkXCTnKKdFQBwiCpnDTSZ
3222013,5529,2431,7,pnDzcGMYXpTdbLEGCKHiBFkIXBWFrmKacpaZSrQmQoXRerAYJgBkiPukOJOoMXc
1168145,24967,1727,8,pzbknGeRLuZoTXZXEKtbGjFPRiIzzlGWaClWvHwdpBJCpQzLiBHBKVSvCnVDaFviiu
2934446,15038,2211,1,SqDXknxsGqlIqOvFHvRawLeusbSaxpJJu
1840004,5895,3458,4,wKABUUgzyxhIQXYMwTSCasleBTwvqGktIvQNXLWQjWcfxCq
1476313,10388,7617,3,bOTRwDceOKtdqIbgRipTNxuSsxRsabHPnXSnJmSmwqCnMgOHlCLuwiDEdAzwmboIfS
628095,45047,796,3,pyPWvFsBjtuVesxRsRTzuxipPilBiFmceYsyVZHdfJFcHsRBNITklsqJBTvcWyJvXVW
3079700,15908,3760,3,YkKoEHrsKdiUChUEiWrzThwoLkiATDEZoKcytshqdYl
4757834,44365,9265,6,GZoOCTQVOBfTESferzWgsWmqwuYoKSWPuoSmnSyxCElTBTosUFtnqQGxgtmXingGB
3034662,11840,2416,4,AxIcFQPUDQeQFnQArHiySMEYxCIjqWbPvmyQNdxFtYcRJZlnQqxGyVYNUgu
603285,6153,9579,4,pLgDVYgoafiLpqKSXJpQpvGxmTmeKAdtdKrJTcovvatqfuRLFWwgWJ
2753837,12836,3107,10,IKObXhVmvFpjdKPlCBLvXBYwxsPYxjBXeJvCuvcOM
2070153,7138,3701,10,xGaQkaVbSxtYXHuLKAqCzhGyLqmOUU
813220,44553,7866,3,yobeLTUSaIiGOlyyanDKSpbsGGkcikMWUSQjJlizpOLo
4184585,34922,2966,3,LUCAYhAeBBpVwzBFHWCeyUVnTMYFUtxMtkyjuGpTktcETFH
4650542,47547,1097,3,yalrAYRRLqWUDDBsZUCAriDAbSFAtTrhzXgeiRHQNzwcbv
1792508,41539,8073,9,VtlzHqzIfcdPmwNpPAqSrSXrQpdoXCj
1792871,19600,8688,10,hajfoJPxBBlKrFDPfTKdMxmZTDLaOlFYGngYeNsWzarKBuPZWKPzrLJXFOjUGC
2525896,36794,2589,2,iKUaoBwtXMOMkMvVvvTeVnOEJSjxyaahyZBnSKPYuoITHyLRkqXhBBttiiUFPLa
4994178,31368,9308,5,FYFwgQgjSGbjqdsEQkpdYWNiiMyjzMnBmsFtlUPIGZQOqCIFkNFweoEbTSZH
1116908,7552,5252,8,vVSMiiVgjjTMYhnJvQANzMXVHbuDzwGvHNbHbdMmAJwMCBnSlGkmBftxZwtaBJGk
1685931,33296,5985,1,UjeiUsRzOILqnzkXblhNifpkGjUypJdejxk
4454938,11752,522,9,xzKYZNudDbYcIekUOiVYRF
2853663,44754,9366,9,YdliLEKXnGhxctdLNilLAyOXDNdMGhWVNFThoXnBPVuGqKuygSiXNOxeqcOU
3747693,40365,1762,9,xjOcPUpITpoJRCajOEUREIgCbMbyGvhhsNUJOyKkHjLDFNuJIqDjCptdpGqXLiDMTvXmUx
1408836,34648,2654,4,XdqeXvvgjJRszfvzeJmsoHiX
3495427,31885,5152,9,STinrtwkyhybAEbGDGvUbDVEFNuzsiGYjIEngWnMmMtVLOMXgfuhlaEM
1968440,35695,9287,2,SQPROZcVRckAHyJWQsBeUsKAXksCecTcNhdDhvBEGXlN
2603119,32529,3467,2,AnCLwalzqPshxkIIHGrEUaWLQHwUbfQl
2950791,28775,4758,4,nXpCoFSxHSBHYaOvCadbyIO
2955514,44009,2511,6,GRPdxopxiloHaxRPBnzcBFOlaNmMKqMu
1107773,13955,5467,8,TdFtdOqiEQuosJUNBEBKmIaUPXukZcAGQbcLrb
346664,13014,2935,6,aSzbTkiQKvgfGucIpmNzvhnsNppHIWZmCWKBhMrqfqgPGdyK
4502769,27928,4344,9,ncExndFVvBwurZjZjwDNbySjszUwXyR
3686278,23856,7409,10,HfXgmyOtubbzocNQNQHqhkCYvSNWsLuWswEOXYNQpRWKXEdKQQXNhtPKJK
4356486,44740,9590,6,ibHezDvrPnuRaBEHNqpmiGWvZmYFJA
1519985,44260,5647,9,OITEwxGZrfLoYPXpivMIDzBqCLgcdJvuTyXubtg
2066697,3452,7610,2,nBNcyAMubecRIHHggkaeydljJfryJxZwQiGjUYrHIeTuwTDFWqtGdkZDQToSLdJIkE
1681121,33117,7186,7,JgyiVnCSqpHTHswnhJoqAhiEDoYRIerRsLosSLszHBNO
3050593,20297,2327,3,wDvNXAfPjlEIXlpUGsHNWknsHUIXibyyGpfHAbofiRQjotAPYnnDQWTiXKyDpEMRhlMs
3418384,2044,4495,3,KtQRrgTtiTZawZLJtNHEvXTASKddDSjsBIYQK
4892568,30180,9093,10,bOUcfntvKNeWPUoXelwSZjVKcxRJjf
3910506,27240,5899,2,uqrrRKYNiYwUDqcwlRUPsRXZmTFSLFimJQsEEpaHFsxTBPsZfmCDOAs
636664,22526,1221,6,lLxROJDVhQcCvEaxFzbGDRBuprweb
4757109,26233,7198,4,kUbFLWsUpopHpInvMmumLOPFd
3275953,5314,1818,8,ffcCkvCvyNTENDQoFvbluuxlzqyqrzsywNwuvnKxe
4495481,26987,6833,7,QUblPeIsIpBtZJxRYwvHycQKxmUDZxC
2938936,21917,888,3,zBQSzobWaUqYjyNdZNYkQoBUOQwpWQJDmeJNHWmqNkdEKq
1657238,40772,1577,8,eoTjnKYHQeToSUXCDcbWFGLSsRswESEpxhQJTGGkvuKsPWnoRvmPpTVQdtdoDvVWWuTikH
217867,14688,204,5,xADxLwemPcPiSRYDObIIYArIiLQHsExPKwHzcMTeSmjQFZMLuFKuBPu
2298637,40087,6968,1,lzUhlPGXLASjXFjyPBAwNnjAfOejaIItXdqZEOLcPWDzQWOEQVeFNoZqhfCVZMuWcnkJH
4248392,12692,599,3,iOUblaplzzCpkkLnQUVsItX
274163,1667,5080,9,WmwcrKLlMxOCOYwKfrLsknCrkQsdAqno
3151593,14282,565,5,fpnMWEcINYQREksQguFtxsxSXCdXAU
2073913,20137,8988,3,qdVIkozjEKeeQztLdZJpVDfkhmpYwfdEaZfQuJZECxigov
4510026,47859,481,5,zZwUJBrjETKtznRCzarMKUOKEKvsswaRVVMEzpDsvBaATgohBuaxWOUuajzLY
744125,39828,3175,10,HDGDfDMuMYWwVOveqEzwfFXUmAYgYwSuf
802545,20197,8226,4,BreWlhcruCmtMgLqoyRFWSCVcmOGoxTuIPuOfBfUQFBWstDAF
4986465,23561,7723,3,TaegbySVYETDNJEYnVFqnALbpgCmxEldGKGefiptpbqSwsZjoBdqHIiZnmAvRgzmRPjqd
3088764,16335,4311,6,NfRsrBbsDbBTbodTKOpEHlngrjWGOHyoTOjzmxIiBYWUIUZWUTONiTmaBC
3455983,38968,1846,4,rZIAQIHIdUkAysYQuZOHOpIvcUmZYEweRdXpkbo
2115778,9187,3022,5,GsRapTRbvjcttpzYGrzuWubDgJkuXhmuJ
1041068,39920,3437,1,QJaIYrfXKjqbbotDfmZIoKtfJ
2698693,46064,7762,7,cIlsPRazvlnNiRnHgXohmVmSENNCgFXKDkjFjFhVQYBssEBjb
365729,14379,6926,3,uITpRPAbIzqqdGDpNJnTLqcyIcdmxSrYnjhXhnMULgBhPYmetfNbUrIPAVWmwsJCnzysw
4180194,34986,5388,1,bOjnFVwkOUpzjWTqrSpjDNqZIyVdQplBXLgGnNUDlHKIXAdaY
3189708,47623,6132,8,ZUglRLfdvSBGNZYshRJSeogoONCOqMhjaPrBPJxRdPhvwFGKhPmD
4833537,35223,1182,4,zqTlvQvrBRcAzqmFQFAWnvhIWvEdSZhHJaBXSwlL
3899251,31094,4613,8,WDZgaVAtGjIBlwbdDxgsbkBa
716201,16216,2894,3,QDbxGQdMeCuXtmMYuKYxFkTeYeDkEUbpFdmCVPYtBw
3713372,11390,1275,6,vaCGfzOtJqoCjqlaqMdrPbobrbQOvpBSfnSYyMptLvxqpZgsMVDIsCOApufplxwCk
3056075,3760,184,9,bpQnmRiCnLAMRZXTIrPrJvCZGUqJhAKwEjBrfqYwzvFahgExWtJvyT
3149783,34196,3637,2,TDZtQFYcJguLCdPtdcJVrPcoJVBUquXlobKSAoIpPfJLBYpnDEV
1021657,38644,8460,2,mtpBZMMaNwgJYtEdxPTnboEoAvzUMXwaoWKDlngfujUdtZcWoVhbAnpnhmHsvCRUtAVUv
1485850,9854,1839,3,FHlAfnIaRckyEAEatmbHvEXgseOrvgQCvReWzfTMWJCZXbHLoEeEiINxVpHEuXk
4291875,30271,9636,9,yPkOUOTTpwdLdbrxWncZPnXdfyXOwwINOsKwjEvFxGarSGCSEUUMlHvdEatLBTmcrAYJo
4480502,7663,418,6,vWmfBvoZWRGQpPADxbJjfWbjBoJeLkWYLUyrxBgUAnwNsOANMZDz
3890504,11484,4143,10,gEAqIYHTOAIcLCvDJTHETKjOxAkRPxbwBDxNeCgSohP
775465,28252,3538,4,uRuAFgUwNolmSMLRTCmXku
3551064,46090,4905,5,VMnwgGGUuAyqgfDXhfrKQoFpZMODLfsZmYS
4643630,45035,7460,1,VGDYjZixDqhFIEAKFVisqblGxpNPoAdDMlGsuxTSD
4727325,39952,6881,1,fpErXTWGJyWhkoGtHXLraqAZZiWMumvsBwr
1770582,45609,7987,2,TyEAYNsljeobpgMFPbvilPWdAKxFzJzYjznwdtCOIjBfRsMeWlhkXeFUv
2930768,7970,7912,3,DcmRSoVIQVkkPMynCixaVXPVWlTqiKGOWBmiiVtraDrWjbUpwqGVIjEoCaOnCCVzP
910873,3259,926,3,aLUdAvcPwBljnSTkppgPWDJQV
3765790,27383,1727,4,pSObpJeQfzxDzUqROtoDnUGYVKOEITBvOLe
1040442,365,6313,8,qVYPUNuuCLcAEmrpDmWyf
1954822,48689,7038,10,WemkUYycuythqcJXhnLgWBINRAMWBaIbpdIEPZjmEbnCGH
1603811,8875,6997,5,eQSYqWFnMDoAuOQOnGfgcpFUbQNslGEQMO
2764814,39961,506,9,tOPeUaGfVsjgsFPVRyECHaFGCpcrCQrkuGDgMrhTOnFmmRDQzpPERNHIJDdU
4966302,21651,5093,3,eRvgGFyznWrMODgnbKqiZgvk
4487826,15182,5067,3,VLPoWVDOzdpRJpwaqZEKRWJCLorCuitkXhgTipINlinXaUUiwAZfjgBvTULRfxRbwY
4014461,4885,8807,2,RYuoxKWnkMkLUtcVgcaUVPfZdDTezixhSNTmFgsTPoUTo
636506,21827,1952,7,GwUTCSsDhbRSFjVUWPHhYqGRuabLBqGeQlezzsHcGcjWPvGvjnxehGdRcteP
1482121,45631,4321,8,JeBZiotPAbkBJLBQNdydSyzbjufQAnTJJxaO
1280883,49862,9391,4,uGfYMszMIABJOacWoDtnMTBS
1293767,42728,1198,2,QAEfApjLBIvjGRHmhIazBMozyCRiRUzpmPAigaJUKWsverLmghccTvoReVZCEw
1511633,20234,3698,8,PeOsnPKwRvGoabgmfQrWXzNhBdKVIjmJfTtyxvoEY
2608592,42287,7928,7,WvHdDclninJqvdBkDiaiiJrdkKspfJJhkBIRGHxPWTjWEwoxCMCfvsXxsLwojMDMgbRT
3128428,22191,4523,2,pXRUIaFMGfOisZgDHktmCZDubLbvA
492175,31546,5353,5,TVPIBETfhjFabZqOACEGPzueGvhOlxNjYaCitAVluPPOssiEUgQbPUCFyDxFoYMZoRT
3686374,7667,6045,1,YqIUBPcEpkXNrYULlnydPTZojTLUS
2730663,49952,5386,9,bRwboIiZphnbEaJWMnIolmWlLCpnXOodiehYTdfDYMqkfIsjGgsgyDmSSQyb
3399063,23491,4708,9,XtvimllJByGpRUMIsOAdJDfFfJRfijobFfWUBqMqvOPuQCMsVsaYZBxkot
611718,36366,1393,2,jGSrbqPPujVtZpvKTjShLmGsqAjrQCAacggcPDsRsmrPwM
4555956,36863,5993,3,RxkYMycWHVyToeBaHauBZCUCOmdbQWclc
4696270,4701,582,7,QTMpnULjWmElPruXcGPfqc
4797411,46981,7130,8,AxrWnCgePPjkVHwTfnJQsUaxuRerrIkEVhipcBqkYKvlYaUmLnBkONWYJpbyLlY
1909905,33314,6576,9,VzIKaJlhCnGlAruSDqmXOWr
3948849,8994,111,8,mfOJZHwCkNeupThBEftecvTzEMOtGdXEhjxt
4476846,135,8072,6,zmLunjPqwAAApzEoickwDnwMWPcdYLvipfKGqawhwSjEpnPPZzsNiiWyiBXiaK
1152705,41225,6213,7,hwccvJxmuDQzHsXGIUAefBGQHKxjZszTDGUSUtekUwWqiijk
228851,9884,4253,9,IKkHWnansHKPqfQHajtbUJnPpnFZLtWeHPgZrWixnHJDazZvpPSLrIbSROXjISCCLoUhB
3577006,39032,4077,1,FLvuXtKekZrKFAhXxsCxuhngEudMsxEbluNuuhWiIbsHDSpFS
3608616,22953,7948,1,ScibgQDWQdbSlbzKCloqFcWqIPFLydYhlNaCNrjCxEsvYnicbJ
2127313,6762,5149,5,tzPyPZxIizSHwjjsbxiGdfczbLzbDrUXXsIwH
3935437,7517,3681,8,gpPKcahuUrwIFdEqoxjjpvyDYQdAQyWYSlquzjcdTQpCmXOncoZrZalkrvTTclzxrW
2483594,17974,7339,6,UYmAhzaotsFxDpMJpXWpcxqlaol
3071020,31738,5218,3,kAtgWTyKXZkNJMHwsuApywmlXEjCpXJRG
3507971,43675,4292,10,wSNIQpgSGktOPpFxfxQAPBOzDNfUHEKuCqzPMymnaMhNoXiXGDNXnXGFjmFYqaEPNtT
1706866,13658,8883,9,vQksUkeMncESAGWNyQwccggFMyRLjmPRaHswTnmWveEyCoHA
1902449,27479,765,9,OokzoDKlWWkSNraFDilbLUyrZMjbnxinJFkMxKZDmjxbzrFKgE
2577118,45081,8022,6,AbLFzejaFsTZomuAgfAuEtyLSQTlqsulBSmshkVxQGznnIgyJPoyA
2527761,31628,4125,10,huOWrTHVnjqriaOBYZPOelOjbblihSUV
1523556,37737,1035,4,GbKvemxFNKZaDTXfqftCUQsHktyqanZ
4503128,40673,8858,2,fBKoMoZFevcphNnyAnzqnfKztgZbyRkztKwlHN
3707531,17695,5671,2,hTHPtmNBLEcFbyinYqsncyvXAouLPilxvzjQPRbkWhqZE
4328735,29091,6305,3,WdqMlxTmBpTLINGseFWzvtHQcOjBsdPMowi
3978967,42509,3460,4,edGwtnRIQkxaWVhWsYUvbsaRoszhXFsby
3028993,39441,6988,9,QzIWPWdBliQENQofSFMofFLiGFuODDoYYKbYmsztHHJRCnmfmTzccEOgmCsXQYUmV
3964758,39596,4052,9,MhpXiFQUzzZvVELzcqxsACSSzsJqZuhZOhkyGwrveuVFsoHEEZsRaYREUHYSzFNmzli
1747399,13572,6809,3,HRzXXvtEJMfiVIDzuSOKqmFKQgFUzwbnQ
4875010,23658,8107,1,bVpjDrgpjWvPwEDUlNLGsecXW
